Event,Group,Date (AD Year),SCA Year,Location,Address,City,Zip Code,Autocrat,Toilets,Potable Water,Showers,Camping Availability (Sq Ft),Feast Hall,Equestrian,Archery Allowed,War Field,12th Night,Site Contact,Parking Issues,Site Costs,Attendance,Site Issues,Other Information
Pas d'Armes,Province of Golden Rivers,8/21/2010,45,Carmichael Park,5750 Grant Ave,Carmichael,95608,Francesca Maria Lucretia Saracini,,,,no,yes,no,no,no,no,,,,,,
Games Day,Shire of Wuduholt be Secg,8/21/2010,45,Florence Keller Park,3400 Cunningham Ln,Crescent City,95531,Signy Jolinnardottir,,,,,,,,,,,,,,,
Esfenn Ultimate Sword,Barony of the Westermark,8/21/2010,45,Los Cerritos Community Park,377 Alder Ave,Fremont,94536,Johanna Ludwiger von Hertesbergk,,,,,,,,,,,,,,,
Debarchery,Shire of Cloondara,8/21/2010,45,Golden Gate Park - Archery Field,998 47th Ave,San Francisco,94121,Anne of Cloondara,,,,,,,,,,,,,,,
Purgatorio,Kingdom of the West,8/27/2010,45,Ed Levin County Park,3100 Calaveras Road,Milpitas,95035,Garrett Todhunter,,,,,,,,,,,,,288,,
Harvest Captaincy,Barony of Winter's Gate,9/3/2010,45,Moose Creek Pavilion at Pioneer Park,2300 Airport Way,Fairbanks,99701,Ellisif a Reikiavik,,,,,,,,,,,,,,,
Ducal Prize,Kingdom of the West,9/3/2010,45,Yolo County Fairgrounds,1125 East St.,Woodland,95776,Elysant atte Oke,,,,,,,,,,,,,350,,
Warlord Ascension XVIII,Shire of Wuduholt be Secg,9/10/2010,45,Rowdy Creek Campground,1000 Rowdy Creek Rd,Smith River,95567,Signy Jolinnardottir,,,,,,,,,,,,,,,
Baroness' Masked Ball,Barony of Darkwood,9/11/2010,45,Corralitos Women's Center,33 Browns Valley Rd,Corralitos,95076,Arneior Geilir,,,,,,,,,,,,,,,
Harvest Fest,Shire of Earngyld,9/18/2010,45,Mountain View Apartments Community Room,895 West 12th St,Juneau,99801,Aneira vich Thomas,,,,,,,,,,,,,,,
St. Sebastian Archer Hunt,Barony of the Westermark,9/18/2010,45,San Francisco Archers Range,Lundy Way & Rifle Range Road,Pacifica,94044,Beatrice de Bourgogne,,,,,,,,,,,,,,,
Mists Bardic Competition and Feast,Principality of the Mists,9/25/2010,45,St. Alban's Episcopal Church,1501 Washington Ave,Albany,94706,Eilis O'Boirne,,,,,,,,,,,,,55,,
Rapier Championship and Mini Collegium,Shire of Danegeld Tor,9/25/2010,45,Rusch Park,7301 Antelope Rd.,Citrus Heights,95621,Katherine Robinson,,,,,,,,,,,,,,,
Kingdom Fall Equestrium,Kingdom of the West,9/25/2010,45,Mar Val Stables ,816 Lucas Road,Lodi,95242,Louise du Chatte Bleue,,,,,,,,,,,,,,,
October Crown,Kingdom of the West,10/1/2010,45,Skyline Wilderness Park,2201 Imola Avenue,Napa,94559,Arabella McQuHarg,,,,,,,,,,,,,525,,
Mists Fall Coronet,Principality of the Mists,10/15/2010,45,Skyline Wilderness Park,2201 Imola Avenue,Napa,94559,Allen Greywolfe of Sussex,,,,,,,,,,,,,189,,
Fall Middle Eastern Feast,Shire of Bestwode,10/23/2010,45,Anderson River Park - Gazebo,2800 Rupert Road,Anderson,96007,Ruquiyah,,,,,,,,,,,,,,,
All Hallows Potluck Feast,Barony of Vinhold,10/23/2010,45,St. Mary's Episcopal Church,1917 Third St.,Napa,94559,Serena Amerelli,,,,,,,,,,,,,,,
Harvest Feast,Barony of Tarnmist,10/23/2010,45,San Luis Obispo Senior Citizens Center,1445 Santa Rosa ,San Luis Obispo,93401,Alaine,,,,,,,,,,,,,,,
Cynaguan Fall Coronet,Principality of Cynagua,10/29/2010,45,Yolo County Fairgrounds,1125 East St.,Woodland,95776,Edmond of Surrey,,,,,,,,,,,,,190,,
Cynagua/Mists War,Principality of Cynagua,11/5/2010,45,San Luis Creek Campground,31426 Gonzaga Rd,Gustine,95322,Eughan Mac an Gabahhan,,,,,,,,,,,,,192,,
Harvest Feast,Shire of Wuduholt be Secg,11/13/2010,45,Del Norte County Fairgrounds,421 Highway 101,Crescent City,95531,Bethany of Ashwood,,,,,,,,,,,,,,,
Collegium,College of Saint Boniface,11/13/2010,45,Gruening Building,314 S. Chandalar Dr.,Fairbanks,99775,Ellisif a Reikiavik,,,,,,,,,,,,,95,,
Collegium / Heralds Collegium,Kingdom of the West,11/13/2010,45,First Congregational Church,900 High St.,Santa Cruz,95060,Vittoria Aureli,,,,,,,,,,,,,,,
Investiture,Principality of the Mists,11/20/2010,45,St. Jude the Apostle Episcopal Church,20920 McClellan Road,Cupertino,95014,William MacDougall,,,,,,,,,,,,,166,,
Anniversary Banquet,Province of Golden Rivers,11/27/2010,45,Carmichael Park Clubhouse,5750 Grant Ave,Carmichael,95608,Moira O'Connor,,,,no,yes,no,no,no,no,,,,,,
Yule,Barony of Fettburg,12/4/2010,45,Manteca Senior Center,295 Cherry Ln.,Manteca,95337,Cilean Stirling,,,,,,,,,,,,,,,
Yule,Barony of Rivenoak,12/4/2010,45,Thermalito Grange Hall,479 Plumas Ave.,Oroville,95965,Tsura,,,,,,,,,,,,,,,
Yule,Barony of Selviergard,12/4/2010,45,Bodenburg Butte Baptist Church,Mi 12.5 Old Glenn H,Palmer,99645,Trava of the West,,,,,,,,,,,,,,,
Juvenalia,Province of Southern Shores,12/4/2010,45,Saint Mark's Episcopal Church,1957 Pruneridge Ave,Santa Clara,95050,Vashti of House Archer,,,,,,,,,,,,,,,
Yule of Cloth of Gold,Barony of Eskalya,12/11/2010,45,First Congregational Church of Anchorage,2610 E. Northern Lights Blvd.,Anchorage,99508,Cynehild Cynesigesdohtor,,,,,,,,,,,,,,,
Beaconsgate Boar Hunt,Province of the Mists,12/11/2010,45,Camp Herms Boy Scout Camp,1100 James Pl,El Cerrito,94530,Eilis O'Boirne,,,,,,,,,,,,,60,,
Winter Hunt and Novelty Shoot,Shire of Tuefelburg,12/18/2010,45,Diablo Bowman Archery Range,Oak Hill Lane & Gap Fire Rd ,Clayton,95471,Iosef Braun,,,,,,,Yes,,,,,,,,
Yule,Barony of Winter's Gate,12/18/2010,45,Midnight Sun BSA Office,1400 Gillam Way,Fairbanks,99701,Rutger van Dieveren,,,,,,,,,,,,,,,
Harvest Yule Ball,Province of Silver Desert,12/18/2010,45,Lyon County Senior Citizen Center,1170 Newlands Drive W,Fernley,89408,Seamus of Silver Desert,,,,,,,,,,,,,,,
Yule,Barony of Tarnmist,12/18/2010,45,,,,,,,,,,,,,,,,,,,,
Christmas Revel,Canton of Golden Playne,12/26/2010,45,Lumphini Park - Octagon Pavillion,139/4 Witthayu Road,Bangkok,10330,li Saburou Kastsmori,,,,,,,,,,,,,,,
Twelfth Night and Masked Ball,Stronghold of Battle Rock,1/8/2011,45,Kadena Air Base,Okinawa Prefecture,Okinawa ,96372,Pipa Follywolle,,,,,,,,,,,,,,,
Twelfth Night Coronation,Kingdom of the West,1/8/2011,45,Doubletree Sacramento,2001 Point West Way,Sacramento,95815,Eilis O'Boirne,,,,,,,,,,,,,410,,
Coronet / Investiture,Principality of Oertha,1/15/2011,45,Juneau Arts and Humanities Council,350 Whittier Stree,Juneau,99801,Elisa von Sophey,,,,,,,,,,,,,,,
Hawk's Feast,Canton of Hawk's Haven,1/22/2011,45,Machado School,15130 Sycamore Drive,Morgan Hill,95037,Jacob of Hawks Haven,,,,,,,,,,,,,,,
Lupercallia,Barony of Allyshia,1/29/2011,45,Masonic Hall,212 Frances Street,Ferndale,95536,Deirdre of St. Brendan's,,,,,,,,,,,,,,,
Crosston Ball,Shire of Crosston,1/29/2011,45,Saint Mark's Episcopal Church,1957 Pruneridge Ave,Santa Clara,95050,Isabel d'Triana,,,,,,,,,,,,,,,
Investiture,Principality of Cynagua,1/29/2011,45,Woodland Masonic Center,228 Palm Ave.,Woodland,95693,Arianwen ferch Morgan,,,,,,,,,,,,,120,,
Prize Tournament,Canton of Montaigne du Roi,2/5/2011,45,Lower Presidio Historic Park,Corporal Ewing Rd.,Monterey,93944,Garrett Logan Todhunter,,,,,,,,,,,,,,,
Feast of St. Brigid's,Stronghold of Battle Rock,2/5/2011,45,Kadena High School,Kadena Air Base,Okinawa,,Rothi de Ross,,,,,,,,,,,,,,,
War Collegium,Kingdom of the West,2/5/2011,45,Penitencia Creek Park,3050 Berryessa Road,San Jose,95132,Ysabella Dolfin,,,,,,,,,,,,,,,
Feast of Feralia,Canton of Golden Playne,2/19/2011,45,Vanicha Park,"39 9 Lang Suan Road, Pathumwan",Bangkok,10330,Klement St. Christoph,,,,,,,,,,,,,,,
Valentine's Revel,Province of Silver Desert,2/19/2011,45,Reno Public Library,25650 Wedge Parkway,Reno,89511,Teresa Maria Isabella Castro,,,,,,,,,,,,,,,
Championship,Province of Golden Rivers,2/26/2011,45,Carmichael Park,5750 Grant Ave,Carmichael,95608,Katrina Yarrough,,,,no,yes,no,no,no,no,,,,,,
Heart Revel,Barony of Winter's Gate,2/26/2011,45,Fairbanks Senior Center,1424 Moore Street,Fairbanks,99701,Iriniia Myshkenova,,,,,,,,,,,,,,,
Court of Love,Canton of Borderwinds,2/26/2011,45,Ramona Garden Park  ,993 Ramona Ave,Grover Beach,93433,Jena Whitehart,,,,,,,,,,,,,,,
Mid Winter Collegium,Barony of Selviergard,3/5/2011,45,"FSM Building, Room 202 Mat-Su College",Mile 2 Trunk Rd.,Palmer,,Heleyne of Avebury,,,,,,,,,,,,,,,
Feast of Titivillus- A Scribal Symposium,Kingdom of the West,3/5/2011,45,Sebastopol Masonic Center,373 N. Main Street,Sebastopol,95472,Oonagh Bahn,,,,,,,,,,,,,,,
White Shield,Barony of Darkwood,3/5/2011,45,San Benito County Fairgrounds,9000 Airline Hwy,Tres Pinos,95075,Na'arah bat Avraham,,,,,,,,,,,,,,,
Spring Feast & Hand Fasting,Shire of Bestwode,3/12/2011,45,Anderson Grange Hall,8085 Airport Rd.,Anderson,96007,Tzipah,,,,,,,,,,,,,,,
Falcon's Treaty,Canton of Caer Darth,3/12/2011,45,Santa Cruz Waldorf School,2190 Empire Grade,Santa Cruz,95060,Juan Santiago,,,,,,,,,,,,,,,
March Crown,Kingdom of the West,3/18/2011,45,Yolo County Fairgrounds,1125 East St.,Woodland,95776,Kara Baraksdottir,,,,,,,,,,,,,350,,
March Collegium,Barony of Eskalya,3/26/2011,45,Hope Lutheran Church Northern Lights,1846 W. Northern Lights Blvd.,Anchorage,99504,Cynehild Cynesigesdohtor,,,,,,,,,,,,,,,
Rise of the Phoenix Crest Tourney,Stronghold of Battle Rock,3/26/2011,45,Camp Kinser multipurpose ball field,,Okinawa,,Edome de Ansetl Leah,,,,,,,,,,,,,,,
Rapier Pas d'Armes,Shire of Cloondara,3/26/2011,45,Golden Gate Park - Elk Glen,Kezar Dr.,San Francisco,94121,Art Mac Ceallaigh,,,,,,,,,,,,,,,
Archery Hunt and Novelty Shoot,Shire of Windy Meads,4/2/2011,45,Yolo Bowmen Archery Club,30475 County Road 104,Davis,95616,Edward le Kervere,,,,,,,,,,,,,,,
Spring Equestrium,Kingdom of the West,4/2/2011,45,Pioneer Park Equestrian Arena,6740 Fairplay Rd.,Somerset,95684,,,,,,,,,,,,,,44,,
Feast of St. George,Barony of the Westermark,4/2/2011,45,,,,,Ida Kniepinwirtin,,,,,,,,,,,,,,,
Spring Coronet,Principality of the Mists,4/8/2011,45,Ed Levin County Park,3100 Calaveras Road,Milpitas,95035,Gillian Trenowyth,,,,,,,,,,,,,253,,
Chapionship & Prize Tourney,Shire of Danegeld Tor,4/16/2011,45,Rusch Park,7301 Antelope Rd.,Citrus Heights,95621,Sorcha Fhionn inghean ui,,,,,,,,,,,,,,,
Baronial Changeover,Barony of Winter's Gate,4/16/2011,45,Tanana Valley State Fairgrounds,1800 College Road,Fairbanks,99701,Elena Verch Reys,,,,,,,,,,,,,,,
Baroness Champtionship,Barony of Vinhold,4/16/2011,45,John F. Kennedy Memorial Park,2295 Streblow Dr.,Napa,94558,Siobhan O'Cleary,,,,,,,,,,,,,,,
La Prova Dura,Shire of Canale,4/22/2011,45,San Benito County Fairgrounds,9000 Airling Hwy,Tres Pinos,95075,Heinrich von Melk,,,,,,,,,,,,,100,,
Beltane,Kingdom of the West,4/29/2011,45,Marie Hill Ranch,43700 Highway 128,Cloverdale,95425,Anne of Whaleshaven,,,,,,,,,,,,,,,
Beltane,Shire of Earngyld,5/3/2011,46,Eagle Beach State Recreation Area,26 Glacier Highway,Juneau,99801,Mary of the White Wolves,,,,,,,,,,,,,405,,
Battle Rock Beltane,Stronghold of Battle Rock,5/6/2011,46,Torii Beach,Kadena Air Base,Okinawa,,Chrysanthos,,,,,,,,,,,,,,,
Day in the Park,Barony of Tarnmist,5/7/2011,46,Nipomo Regional Park,918 West Tefft Street,Nipomo,93444,Arabella McQuharg,,,,,,,,,,,,,,,
Silver Desert War Maneuvers / A&S Tourney,Province of Silver Desert,5/7/2011,46,South Valleys Regional Sports Complex,15650 Wedge Parkway,Reno,89511,Mahon MacDiarmada,,,,,,,,,,,,,,,
Newcomers' Event and Tournament,Province of Southern Shores,5/7/2011,46,Calabazas Park,1201 South Blaney Avenue,San Jose,95129,Douglas Archer,,,,,,,,,,,,,,,
Mists/Cynagua War,Principality of the Mists,5/13/2011,46,Skyline Wilderness Park,2201 Imola Avenue,Napa,94559,Allen Greywolfe of Sussex,,,,,,,,,,,,,,,
Oerthan Spring Collegium,Principality of Oertha,5/14/2011,46,Mat-Su Community College,8295 East College Drive,Palmer,99645,Cynehild Cynesigesdohtor,,,,,,,,,,,,,,,
Spring Investiture,Principality of the Mists,5/21/2011,46,Sebastopol Masonic Hall,373 N. Main Street,Sebastopol,95472,Beli Bailey,,,,,,,,,,,,,,,
Golden Rivers Rapier Championship/ A&S Collegium,Province of Golden Rivers,6/4/2011,46,Howe Park,2201 Cottage Way,Sacramento,95825,Vincenzo Saracini,,,,no,no,no,no,no,no,,,,,,
The Duchess War,Shire of Wolfscairn,6/4/2011,46,Finley Park,1800 W College Ave,Santa Rosa,95401,Anne of Whaleshaven,,,,,,,,,,,,,,,
See the Sea,Shire of Pavlok Gorod,6/10/2011,46,Buskin Beach House,Busking Road,Kodiak,99615,Tama Katerina Evstokh'eva,,,,,,,,,,,,,,,
Kingdom Arts & Sciences Tournament,Kingdom of the West,6/10/2011,46,Ed Levin County Park - Spring Valley Area,3100 Calaveras Road,Milpitas,95035,Saeunn Egilsdottir,,,,Yes,No,Yes,,not ideal on this part of the park,No,County of Santa Clara parks,costly- we get charged $6/car/day and $12/car/night so carpooling is HIGHLY encouraged for this site,,155,can't drive on the grass - so all loading and unloading is done with carts. The park has 2 or 3 that we can use but it always helps to have more if possible. ,"For this event, no additional privies are needed.    Here is a map of how the site has been laid out the past 5 years:   http://g.co/maps/kuvj3   "
June Crown,Kingdom of the West,6/17/2011,46,Freeze Out Flats (Casini Ranch),22810 Moscow Rd.,Monte Rio,95462,Beli Bailey of Kintyne,,,,,,,,,,,,,371,Not allowed to use this site again; owner conflict,
Baroness' Champion,Barony of Eskalya,6/18/2011,46,Ray E. Stock Homestead Park,7020 Clarks Road,Anchorage,99504,Margaret Anne of Somerset,,,,,,,,,,,,,,,
Baronial Birthday,Palantine Barony of the Far West,6/18/2011,46,Camp Foster SPOT,,Okinawa,,Johanna of Battle Rock,,,,,,,,,,,,,,,
War Maneuvers ,Barony of Vinhold,6/25/2011,46,Skyline Wilderness Park,2201 Imola Avenue,Napa,94559,Mysh Nadler,,,,,,,,,,,,,35,,
Protectorate Tournament,Canton of Borderwinds,6/25/2011,46,Jim May Park,809 Stanford Drive,Santa Maria,93454,Jenna Whitehart,,,,,,,,,,,,,,,
AnTir/West War,Kingdom of the West,6/30/2011,46,Lazy J Moore Ranch,96029 Euchre Creek,Gold Beach,97444,Attia Prima,,,,,,,,,,,,,,,
Summer Investiture,Principality of Cynagua,7/9/2011,46,Manteca Senior Center,295 Cherry Ln.,Manteca,95337,Louise du Chatte Blue,,,,No,Yes,No,No,No,No,,,,135,,
Mid-Summer Feast,Barony of Fettburg,8/6/2011,46,Manteca Senior Center,295 Cherry Ln.,Manteca,95337,Raven of Drachen Heim,,,,,,,,,,,,,,,
Far West Feast of St. Augustine,Palantine Barony of the Far West,8/19/2011,46,White Beach Naval Facility,,Okinawa,,Otto Spilman,,,,,,,,,,,,,,,
Pas d'Armes,Shire of Champclair,8/19/2011,46,Nelson's Grove,15285 County Rd 99,Woodland,95695,Stephen of Greenwood,,,,,,,,,,,,,,,
Debardchery,Shire of Cloondara,8/21/2011,46,Golden Gate Park - Archery Field,998 47th Ave,San Francisco,94121,Art mac Ceallaigh,,,,,,,,,,,,,,,
Purgatorio,Kingdom of the West,8/26/2011,46,,2331 Silver Creek Rd.,Meadow Valley,95956,Volker von dem Walde,,,,,,,,,,,,,159,,
Ducal,Kingdom of the West,9/2/2011,46,Yolo County Fairgrounds,1125 East St.,Woodland,95776,Moira O'Connor,,,,,,,,,,,,,256,,
Fall Captaincy,Barony of Winter's Gate,9/10/2011,46,Moose Creek Pavilion at Pioneer Park,2300 Airport Way,Fairbanks,99701,Ellisif a Reikiavik,,,,,,,,,,,,,,,
Warlord Ascension XIX,Shire of Wuduholt be Secg,9/10/2011,46,Rowdy Creek Campground,1000 Rowdy Creek Rd,Smith River,95567,Thorkil Stormchaser,,,,,,,,,,,,,,,
Silver Desert Championship,Province of Silver Desert,9/10/2011,46,Deer Park,1700 Prater Way,Sparks,89431,Katya O'Shaughenssey,,,,,,,,,,,,,,,
Rivenoak Championship,Barony of Rivenoak,9/10/2011,46,Twain General Store,130 Twain Store Rd,Twain,95984,Hyme MacMillian,,,,,,,,,,,,,,,
Cloondarian Rapier Champioship,Shire of Cloondara,9/11/2011,46,Golden Gate Park - Archery Field,998 47th Ave,San Francisco,94121,Art Mac Ceallaigh,,,,,,,,,,,,,,,
See the Sea,Shire of Pavlok Gorod,9/17/2011,46,Buskin Beach House,Busking Road,Kodiak,99615,Tama Katerina Evstokh'eva,,,,,,,,,,,,,,,
Kingdom Fall Equestrium,Kingdom of the West,9/17/2011,46,Mar Val Stables,816 Lucas Road,Lodi,95242,Arianwen ferch Morgan,,,,,,,,,,,,,64,,
Shipwrecked Maddness,Barony of the Westermark,9/17/2011,46,Ed Levin County Park,3100 Calaveras Road,Milpitas,95035,Giovanna Tomasi,,,,,,,,,,,,,,,
Rapier Championship and Mini Collegium,Shire of Danegeld Tor,9/24/2011,46,Auburn Regional Park,3370 Richardson Dr.,Auburn,95603,Seraphina Blackburn,,,,,,,,,,,,,,,
Harvest Fest,Shire of Earngyld,9/24/2011,46,Skater's Cabin,,Juneau,,Lucius Banner,,,,,,,,,,,,,,,
Michaelmas,Stronghold of Battle Rock,9/24/2011,46,Okinawa Comprehensive Athletic Park,,Okinawa,,Adam de Ansetleh,,,,,,,,,,,,,,,
Bard of the Mists Feast and Competition,Principality of the Mists,9/24/2011,46,Saint Mark's Episcopal Church,1957 Pruneridge Ave,Santa Clara,95050,Brawen Cryccthegn Deorcwuda,,,,,,,,,,,,,,,
Seige Cooking Pirates,Shire of Cloondara,9/25/2011,46,Ocean Beach,,San Francisco,94122,Esnad O'Muriin,,,,,,,,,,,,,34,,
October Crown,Kingdom of the West,9/30/2011,46,Rancho Seco Park,14440 Twin Cities Road,Herald,95638,Katrina Yarbrough,,,,X,no,no,yes,no,no,,,,471,,
Michaelmas,Barony of Winter's Gate,10/8/2011,46,St. Jude's Episcopal Church,1/4 Mile Laurance Rd ,North Pole,99705,Margery Garret,,,,,,,,,,,,,,,
Mists' Fall Coronet,Principality of the Mists,10/14/2011,46,San Benito County Fairgrounds,9000 Airline Hwy.,Tres Pinos,95075,Francisco de Salamanca,,,,X,X,X,X,X,,,,,150,,
All Hallows Eve Championship Tournament and Feast,Shire of Bestwode,10/15/2011,46,Anderson River Park,2800 Rupert Road,Anderson,96007,Ravn of Clannah Drakonis,,,,,,,,,,,,,,,
Newcomers' Feast,Shire of Pavlok Gorod,10/15/2011,46,Springhill Hall at St. Paul Luteran Church,3077 East Rezanof Drive,Kodiak,99615,Rowena Maria de las Flores,,,,,,,,,,,,,,,
Pirates Revel,Barony of Eskalya,10/22/2011,46,Hope Lutheran Church Northern Lights,1846 W. Northern Lights Blvd.,Anchorage,99504,Mad Molly Jack,,,,,,,,,,,,,,,
Baronal Coronet Tourney,Palantine Barony of the Far West,10/22/2011,46,"Ruen Thai, Chulalongkorn University",,Bangkok,,Klement St. Christoph,,,,,,,,,,,,,,,
Baroness' Masked Ball,Barony of Darkwood,10/22/2011,46,Felton Community Hall,6191 Highway 9,Felton,95018,Ghislaine d'Auxerre,,,,,,,,,,,,,,,
All Hallows Feast,Barony of Vinhold,10/22/2011,46,St. Mary's Episcopal Church,1917 Third St.,Napa,94559,Margaret Woodbury,,,,,,,,,,,,,,,
Agincourt Shoot,Province of Silver Desert,10/22/2011,46,White Lake,,Reno ,89508,Africa nic Shiomha nic Gill'onfhaidh,,,,,,,,,,,,,,,
Fall Coronet Tournament,Principality of Cynagua,10/28/2011,46,Yolo County Fairgrounds,1125 East St.,Woodland,95776,Morwenna of Tintagel,,,,Yes,Yes,Yes **,Yes,Yes,,,No,,294,,** The arena is $500/day extra
Harvest Feast,Shire of Wuduholt be Secg,10/29/2011,46,Del Norte County Fairgrounds,421 Highway 101,Crescent City,95531,Signy Jolinnardottir,,,,,,,,,,,,,,,
Samhein,Barony of Selviergard,10/29/2011,46,Bodenburg Butte Baptist Church,Mi 12.5 Old Glenn H,Palmer,99645,"Thomas ""Two Bears"" Sorngrym",,,,,,,,,,,,,,,
Collegium Occidentalis,Kingdom of the West,11/5/2011,46,First Unitarian Church of San Jose,160 N 3rd St,San Jose,95113,Violet Ruthvene,multiple,yes,n/a,n/a,yes,n/a,n/a,n/a,no,,"limited, paid lot nearby, some street parking",,132,no kitchen access,"lots of classrooms on 3 floors, full ADA access with elevator & ramp"
St. Boniface Collegium,College of Saint Boniface,11/11/2011,46,Gruening Building,314 S. Chandalar Dr.,Fairbanks,99775,Aine Barleg,,,,,,,,,,,,,,,
Cynagua/Mists War,Principality of Cynagua,11/11/2011,46,Yolo County Fairgrounds,1125 East St.,Woodland,95776,Muireen ingen Brian,,,,yes,yes,no **,yes,yes,no,,,,278,,** Stables are still available but arena is now used for motocross year-round
Eskalyan Day of Thanksgiving,Barony of Eskalya,11/19/2011,46,Anchorage Unitarian University Fellowship,3201 Turnagain Street,Anchorage,99517,Cynehild Cynesigesdohtor,,,,,,,,,,,,,,,
Mists Fall Investiture,Principality of the Mists,11/19/2011,46,St Anne's of the Sunset,850 Judah Street,San Francisco,94122,Esnad O'Muirin,,,,,,,,,,,,,157,,
Archery Tourney,Shire of Teufelberg,11/20/2011,46,Diablo Bowman Archery Range,Oak Hill Lane & Gap Fire Rd ,Clayton,95471,Iosef Braun,,,,,,,Yes,,,,,,,,
War of the Baronies,Barony of Fettburg,11/20/2011,46,Laird Park,8250 W Grayson Rd,Modesto,95358,Zaid al-fallah al-hajji,,,,,,,,,,,,,,,
Vakkerfjell Anniversary Feast,Shire of Vakkerfjell,11/20/2011,46,Shiloh Condominius Pool House,859 Jones Rd ,Yuba City,95991,Cassandra of Vakkerfjell,,,,,,,,,,,,,,,
Golden Rivers Anniversary Banquet,Province of Golden Rivers,11/26/2011,46,St. Ignatius Loyola Parish Hall,3235 Arden Way,Sacramento,95825,Morwenna of Tintagel,,,,,Yes,,,,,,,,,,Fabulous commercial kitchen
Yule Revel,Barony of Allyshia,12/3/2011,46,Mad River Grange,110 Hatchery Road,Blue Lake,95525,Seelie,,,,,,,,,,,,,,,
Yule,Barony of Fettburg,12/3/2011,46,Manteca Senior Center,295 Cherry Ln.,Manteca,95337,Gwenhwyfar ferch Dafydd,,,,,,,,,,,,,,,
Yule,Barony of Selviergard,12/3/2011,46,Train Depo,610 South Valley Way,Palmer,99645,Heleyne of Avebury,,,,,,,,,,,,,,,
Jingles,Province of Southern Shores,12/3/2011,46,Saint Mark's Episcopal Church,1957 Pruneridge Ave,Santa Clara,95050,Catherine Holcombe of Arden,,,,,,,,,,,,,42,,
Eskalyan Yule & Feast,Barony of Eskalya,12/10/2011,46,First Congregational Church of Anchorage,2610 E. Northern Lights Blvd.,Anchorage,99508,Lilandra of Sheep Rock,,,,,,,,,,,,,,,
Beaconsgate Boar Hunt,Province of the Mists,12/10/2011,46,Camp Herms Boy Scout Camp,1100 James Pl,El Cerrito,94530,Leticia de Scocia,,,,,,,,,,,,,93,,
Harvest Feast/Yule Celebration,Barony of Tarnmist,12/10/2011,46,Ramona Garden Park,993 Ramona Ave.,Grover Beach,93433,Kathryn Blackhart,,,,,,,,,,,,,,,
Yule,Province of Silver Desert,12/10/2011,46,South Valley Branch Library,15650A Wedge Parkway,Reno,89511,Africa nic Shiomha nic Gill'onfhaidh,,,,,,,,,,,,,,,
Yule,Barony of Winter's Gate,12/17/2011,46,Tanana Valley State Fairgrounds,1800 College Road,Fairbanks,99701,Dagmar the Red,,,,,,,,,,,,,,,
Lucia,Stronghold of Battle Rock,12/17/2011,46,Kadena Air Base,,Okinawa,,Bjorn Olfuss,,,,,,,,,,,,,,,
Twelfth Night ,Kingdom of the West,1/6/2012,46,Concord Hilton Hotel,1970 Diamond Blvd.,Concord,94520,Aminah al-Zahariyya,,,,,,,,,,,,,549,,
Twelfth Night in Warrior's Gate,Stronghold of Warrior's Gate,1/7/2012,46,Hannam Village Community Center,,Seoul,,Isabeau,,,,,,,,,,,,,,,
Rivenoak Midwinter Revel,Barony of Rivenoak,1/14/2012,46,Thermalito Grange Hall,479 Plumas Ave.,Oroville,95965,Asolfr Mikill Vikarsson,,,,,,,,,,,,,53,,
